CarTurnLog -- start condition -- 
 mTarget, -1230.295410,-510.817566
 mAngleToTarget, 2.244185
 mMoveAngleError, -3.141021
 mDistError, 0.620492
 mMoveAngleSgn, -1.000000
 mShoulderAngleError, -3.050342
 mShoulderAngleSgn, -1.000000
 mPosition, -1229.908447,-510.332520
 mIsPerfect, 0

CarTurnLog -- iterations -- 
 mPositionX, mPositionZ, mMoveAngle, mShoulderAngle, mSpeed, mT, mDistToTarget, mAngleToTarget, mMoveAngleError, mAbsMoveAngleError, mShoulderAngleError, mAbsShoulderAngleError
-1177.164551, -413.425659, -1.246094, 2.244445, 0.101926, 1090.000000, 110.941750, 2.070206, -2.966886, 2.966886, 0.000000, 0.000000
-1177.099609, -413.232422, -1.246733, 2.244445, 0.101926, 1092.000000, 111.142494, 2.069887, -2.966565, 2.966565, 0.000000, 0.000000
-1177.034790, -413.039154, -1.247373, 2.244445, 0.101926, 1094.000000, 111.343216, 2.069567, -2.966245, 2.966245, 0.000000, 0.000000
-1176.970093, -412.845825, -1.248013, 2.244445, 0.101926, 1096.000000, 111.543938, 2.069247, -2.965925, 2.965925, 0.000000, 0.000000
-1176.905518, -412.652466, -1.248653, 2.244445, 0.101926, 1098.000000, 111.744652, 2.068928, -2.965605, 2.965605, 0.000000, 0.000000
-1176.841064, -412.459045, -1.249293, 2.244445, 0.101926, 1100.000000, 111.945366, 2.068608, -2.965285, 2.965285, 0.000000, 0.000000
-1176.776733, -412.265594, -1.249933, 2.244445, 0.101926, 1102.000000, 112.146065, 2.068288, -2.964964, 2.964964, 0.000000, 0.000000
-1176.712524, -412.072113, -1.250573, 2.244445, 0.101926, 1104.000000, 112.346741, 2.067969, -2.964644, 2.964644, 0.000000, 0.000000
-1176.648438, -411.878571, -1.251213, 2.244445, 0.101926, 1106.000000, 112.547424, 2.067649, -2.964324, 2.964324, 0.000000, 0.000000
-1176.584473, -411.684998, -1.251853, 2.244445, 0.101926, 1108.000000, 112.748085, 2.067329, -2.964004, 2.964004, 0.000000, 0.000000
-1176.520630, -411.491394, -1.252493, 2.244445, 0.101926, 1110.000000, 112.948730, 2.067010, -2.963683, 2.963683, 0.000000, 0.000000
-1176.456909, -411.297729, -1.253133, 2.244445, 0.101926, 1112.000000, 113.149384, 2.066690, -2.963363, 2.963363, 0.000000, 0.000000
-1176.393311, -411.104034, -1.253772, 2.244445, 0.101926, 1114.000000, 113.350006, 2.066370, -2.963042, 2.963042, 0.000000, 0.000000
-1176.329834, -410.910309, -1.254412, 2.244445, 0.101926, 1116.000000, 113.550621, 2.066051, -2.962722, 2.962722, 0.000000, 0.000000
-1176.266479, -410.716522, -1.255052, 2.244445, 0.101926, 1118.000000, 113.751236, 2.065731, -2.962402, 2.962402, 0.000000, 0.000000
-1176.203247, -410.522705, -1.255692, 2.244445, 0.101926, 1120.000000, 113.951836, 2.065412, -2.962081, 2.962081, 0.000000, 0.000000
-1176.140137, -410.328857, -1.256332, 2.244445, 0.101926, 1122.000000, 114.152420, 2.065092, -2.961761, 2.961761, 0.000000, 0.000000
-1176.077148, -410.134949, -1.256972, 2.244445, 0.101926, 1124.000000, 114.353004, 2.064773, -2.961441, 2.961441, 0.000000, 0.000000
-1176.014404, -409.941010, -1.257612, 2.244445, 0.101926, 1126.000000, 114.553513, 2.064452, -2.961121, 2.961121, 0.000000, 0.000000
-1175.951782, -409.747040, -1.258252, 2.244445, 0.101926, 1128.000000, 114.753998, 2.064132, -2.960802, 2.960802, 0.000000, 0.000000
-1175.889282, -409.553009, -1.258892, 2.244445, 0.101926, 1130.000000, 114.954498, 2.063811, -2.960482, 2.960482, 0.000000, 0.000000
-1175.826904, -409.358948, -1.259532, 2.244445, 0.101926, 1132.000000, 115.154984, 2.063491, -2.960163, 2.960163, 0.000000, 0.000000
-1175.764648, -409.164856, -1.260172, 2.244445, 0.101926, 1134.000000, 115.355438, 2.063171, -2.959843, 2.959843, 0.000000, 0.000000
-1175.702515, -408.970734, -1.260812, 2.244445, 0.101926, 1136.000000, 115.555885, 2.062850, -2.959524, 2.959524, 0.000000, 0.000000
-1175.640503, -408.776550, -1.261451, 2.244445, 0.101926, 1138.000000, 115.756332, 2.062530, -2.959204, 2.959204, 0.000000, 0.000000
-1175.578613, -408.582336, -1.262091, 2.244445, 0.101926, 1140.000000, 115.956757, 2.062210, -2.958884, 2.958884, 0.000000, 0.000000
-1175.516846, -408.388092, -1.262731, 2.244445, 0.101926, 1142.000000, 116.157173, 2.061889, -2.958565, 2.958565, 0.000000, 0.000000
-1175.455200, -408.193787, -1.263371, 2.244445, 0.101926, 1144.000000, 116.357590, 2.061569, -2.958245, 2.958245, 0.000000, 0.000000
-1175.393677, -407.999451, -1.264011, 2.244445, 0.101926, 1146.000000, 116.557991, 2.061249, -2.957926, 2.957926, 0.000000, 0.000000
-1175.332275, -407.805084, -1.264651, 2.244445, 0.101926, 1148.000000, 116.758369, 2.060929, -2.957606, 2.957606, 0.000000, 0.000000
-1175.270996, -407.610687, -1.265291, 2.244445, 0.101926, 1150.000000, 116.958733, 2.060608, -2.957286, 2.957286, 0.000000, 0.000000
-1175.209839, -407.416229, -1.265931, 2.244445, 0.101926, 1152.000000, 117.159103, 2.060288, -2.956966, 2.956966, 0.000000, 0.000000
-1175.148804, -407.221741, -1.266571, 2.244445, 0.101926, 1154.000000, 117.359459, 2.059968, -2.956647, 2.956647, 0.000000, 0.000000
-1175.087891, -407.027222, -1.267211, 2.244445, 0.101926, 1156.000000, 117.559799, 2.059648, -2.956327, 2.956327, 0.000000, 0.000000
-1175.027100, -406.832642, -1.267851, 2.244445, 0.101926, 1158.000000, 117.760139, 2.059328, -2.956007, 2.956007, 0.000000, 0.000000
-1174.966431, -406.638031, -1.268491, 2.244445, 0.101926, 1160.000000, 117.960464, 2.059007, -2.955688, 2.955688, 0.000000, 0.000000
-1174.905884, -406.443390, -1.269130, 2.244445, 0.101926, 1162.000000, 118.160774, 2.058687, -2.955368, 2.955368, 0.000000, 0.000000
-1174.845459, -406.248718, -1.269770, 2.244445, 0.101926, 1164.000000, 118.361061, 2.058367, -2.955048, 2.955048, 0.000000, 0.000000
-1174.785156, -406.053986, -1.270410, 2.244445, 0.101926, 1166.000000, 118.561363, 2.058047, -2.954728, 2.954728, 0.000000, 0.000000
-1174.724976, -405.859222, -1.271050, 2.244445, 0.101926, 1168.000000, 118.761642, 2.057727, -2.954408, 2.954408, 0.000000, 0.000000
-1174.664917, -405.664429, -1.271690, 2.244445, 0.101926, 1170.000000, 118.961906, 2.057407, -2.954088, 2.954088, 0.000000, 0.000000
-1174.604980, -405.469604, -1.272330, 2.244445, 0.101926, 1172.000000, 119.162148, 2.057087, -2.953768, 2.953768, 0.000000, 0.000000
-1174.545166, -405.274719, -1.272970, 2.244445, 0.101926, 1174.000000, 119.362404, 2.056767, -2.953448, 2.953448, 0.000000, 0.000000
-1174.485474, -405.079803, -1.273610, 2.244445, 0.101926, 1176.000000, 119.562637, 2.056447, -2.953128, 2.953128, 0.000000, 0.000000
-1174.425903, -404.884857, -1.274250, 2.244445, 0.101926, 1178.000000, 119.762848, 2.056127, -2.952808, 2.952808, 0.000000, 0.000000
-1174.366455, -404.689880, -1.274890, 2.244445, 0.101926, 1180.000000, 119.963051, 2.055807, -2.952488, 2.952488, 0.000000, 0.000000
-1174.307129, -404.494843, -1.275530, 2.244445, 0.101926, 1182.000000, 120.163261, 2.055487, -2.952168, 2.952168, 0.000000, 0.000000
-1174.247925, -404.299774, -1.276170, 2.244445, 0.101926, 1184.000000, 120.363449, 2.055168, -2.951848, 2.951848, 0.000000, 0.000000
-1174.188843, -404.104675, -1.276809, 2.244445, 0.101926, 1186.000000, 120.563629, 2.054848, -2.951528, 2.951528, 0.000000, 0.000000
-1174.129883, -403.909546, -1.277449, 2.244445, 0.101926, 1188.000000, 120.763786, 2.054528, -2.951208, 2.951208, 0.000000, 0.000000
-1174.071045, -403.714355, -1.278089, 2.244445, 0.101926, 1190.000000, 120.963951, 2.054208, -2.950888, 2.950888, 0.000000, 0.000000
-1174.012329, -403.519135, -1.278729, 2.244445, 0.101926, 1192.000000, 121.164093, 2.053888, -2.950568, 2.950568, 0.000000, 0.000000
-1173.953735, -403.323883, -1.279369, 2.244445, 0.101926, 1194.000000, 121.364227, 2.053568, -2.950248, 2.950248, 0.000000, 0.000000
-1173.895264, -403.128601, -1.280009, 2.244445, 0.101926, 1196.000000, 121.564346, 2.053249, -2.949928, 2.949928, 0.000000, 0.000000
-1173.836914, -402.933258, -1.280649, 2.244445, 0.101926, 1198.000000, 121.764465, 2.052929, -2.949608, 2.949608, 0.000000, 0.000000
-1173.778687, -402.737885, -1.281289, 2.244445, 0.101926, 1200.000000, 121.964577, 2.052609, -2.949287, 2.949287, 0.000000, 0.000000
-1173.720581, -402.542480, -1.281929, 2.244445, 0.101926, 1202.000000, 122.164665, 2.052289, -2.948967, 2.948967, 0.000000, 0.000000
-1173.662598, -402.347046, -1.282569, 2.244445, 0.101926, 1204.000000, 122.364738, 2.051970, -2.948647, 2.948647, 0.000000, 0.000000
-1173.604736, -402.151581, -1.283209, 2.244445, 0.101926, 1206.000000, 122.564796, 2.051650, -2.948327, 2.948327, 0.000000, 0.000000
-1173.546997, -401.956055, -1.283849, 2.244445, 0.101926, 1208.000000, 122.764862, 2.051331, -2.948006, 2.948006, 0.000000, 0.000000
-1173.489380, -401.760498, -1.284488, 2.244445, 0.101926, 1210.000000, 122.964912, 2.051011, -2.947686, 2.947686, 0.000000, 0.000000
-1173.431885, -401.564911, -1.285128, 2.244445, 0.101926, 1212.000000, 123.164948, 2.050691, -2.947366, 2.947366, 0.000000, 0.000000
-1173.374512, -401.369293, -1.285768, 2.244445, 0.101926, 1214.000000, 123.364960, 2.050372, -2.947046, 2.947046, 0.000000, 0.000000
-1173.317261, -401.173615, -1.286408, 2.244445, 0.101926, 1216.000000, 123.564987, 2.050052, -2.946725, 2.946725, 0.000000, 0.000000
-1173.260132, -400.977905, -1.287048, 2.244445, 0.101926, 1218.000000, 123.764992, 2.049732, -2.946405, 2.946405, 0.000000, 0.000000
-1173.203247, -400.782166, -1.287688, 2.244445, 0.101926, 1220.000000, 123.964935, 2.049412, -2.946085, 2.946085, 0.000000, 0.000000
-1173.146484, -400.586395, -1.288328, 2.244445, 0.101926, 1222.000000, 124.164856, 2.049092, -2.945766, 2.945766, 0.000000, 0.000000
-1173.089844, -400.390594, -1.288968, 2.244445, 0.101926, 1224.000000, 124.364754, 2.048771, -2.945446, 2.945446, 0.000000, 0.000000
-1173.033325, -400.194763, -1.289608, 2.244445, 0.101926, 1226.000000, 124.564644, 2.048451, -2.945127, 2.945127, 0.000000, 0.000000
-1172.976929, -399.998871, -1.290248, 2.244445, 0.101926, 1228.000000, 124.764542, 2.048131, -2.944807, 2.944807, 0.000000, 0.000000
-1172.920654, -399.802948, -1.290888, 2.244445, 0.101926, 1230.000000, 124.964424, 2.047811, -2.944487, 2.944487, 0.000000, 0.000000
-1172.864502, -399.606995, -1.291528, 2.244445, 0.101926, 1232.000000, 125.164291, 2.047490, -2.944168, 2.944168, 0.000000, 0.000000
-1172.808472, -399.411011, -1.292167, 2.244445, 0.101926, 1234.000000, 125.364143, 2.047170, -2.943848, 2.943848, 0.000000, 0.000000
-1172.752563, -399.214996, -1.292807, 2.244445, 0.101926, 1236.000000, 125.563980, 2.046850, -2.943528, 2.943528, 0.000000, 0.000000
-1172.696777, -399.018921, -1.293447, 2.244445, 0.101926, 1238.000000, 125.763824, 2.046530, -2.943208, 2.943208, 0.000000, 0.000000
-1172.641113, -398.822815, -1.294087, 2.244445, 0.101926, 1240.000000, 125.963654, 2.046210, -2.942889, 2.942889, 0.000000, 0.000000
-1172.585571, -398.626678, -1.294727, 2.244445, 0.101926, 1242.000000, 126.163467, 2.045889, -2.942569, 2.942569, 0.000000, 0.000000
-1172.530151, -398.430511, -1.295367, 2.244445, 0.101926, 1244.000000, 126.363266, 2.045569, -2.942249, 2.942249, 0.000000, 0.000000
-1172.474854, -398.234314, -1.296007, 2.244445, 0.101926, 1246.000000, 126.563049, 2.045249, -2.941929, 2.941929, 0.000000, 0.000000
-1172.419678, -398.038086, -1.296647, 2.244445, 0.101926, 1248.000000, 126.762817, 2.044929, -2.941609, 2.941609, 0.000000, 0.000000
-1172.364624, -397.841797, -1.297287, 2.244445, 0.101926, 1250.000000, 126.962593, 2.044609, -2.941290, 2.941290, 0.000000, 0.000000
-1172.309692, -397.645477, -1.297927, 2.244445, 0.101926, 1252.000000, 127.162361, 2.044289, -2.940970, 2.940970, 0.000000, 0.000000
-1172.254883, -397.449127, -1.298567, 2.244445, 0.101926, 1254.000000, 127.362106, 2.043969, -2.940650, 2.940650, 0.000000, 0.000000
-1172.200195, -397.252747, -1.299206, 2.244445, 0.101926, 1256.000000, 127.561836, 2.043649, -2.940330, 2.940330, 0.000000, 0.000000
-1172.145630, -397.056335, -1.299846, 2.244445, 0.101926, 1258.000000, 127.761551, 2.043329, -2.940010, 2.940010, 0.000000, 0.000000
-1172.091187, -396.859894, -1.300486, 2.244445, 0.101926, 1260.000000, 127.961250, 2.043009, -2.939690, 2.939690, 0.000000, 0.000000
-1172.036865, -396.663422, -1.301126, 2.244445, 0.101926, 1262.000000, 128.160934, 2.042690, -2.939370, 2.939370, 0.000000, 0.000000
-1171.982666, -396.466888, -1.301766, 2.244445, 0.101926, 1264.000000, 128.360641, 2.042370, -2.939050, 2.939050, 0.000000, 0.000000
-1171.928589, -396.270325, -1.302406, 2.244445, 0.101926, 1266.000000, 128.560318, 2.042050, -2.938730, 2.938730, 0.000000, 0.000000
-1171.874634, -396.073730, -1.303046, 2.244445, 0.101926, 1268.000000, 128.759995, 2.041730, -2.938410, 2.938410, 0.000000, 0.000000
-1171.820801, -395.877106, -1.303686, 2.244445, 0.101926, 1270.000000, 128.959641, 2.041410, -2.938090, 2.938090, 0.000000, 0.000000
-1171.767090, -395.680450, -1.304326, 2.244445, 0.101926, 1272.000000, 129.159271, 2.041090, -2.937769, 2.937769, 0.000000, 0.000000
-1171.713501, -395.483765, -1.304966, 2.244445, 0.101926, 1274.000000, 129.358902, 2.040771, -2.937449, 2.937449, 0.000000, 0.000000
-1171.660034, -395.287048, -1.305606, 2.244445, 0.101926, 1276.000000, 129.558517, 2.040451, -2.937129, 2.937129, 0.000000, 0.000000
-1171.606689, -395.090302, -1.306246, 2.244445, 0.101926, 1278.000000, 129.758102, 2.040131, -2.936809, 2.936809, 0.000000, 0.000000
-1171.553467, -394.893494, -1.306885, 2.244445, 0.101926, 1280.000000, 129.957703, 2.039812, -2.936488, 2.936488, 0.000000, 0.000000
-1171.500366, -394.696655, -1.307525, 2.244445, 0.101926, 1282.000000, 130.157303, 2.039492, -2.936168, 2.936168, 0.000000, 0.000000
-1171.447388, -394.499786, -1.308165, 2.244445, 0.101926, 1284.000000, 130.356873, 2.039172, -2.935848, 2.935848, 0.000000, 0.000000
-1171.394531, -394.302887, -1.308805, 2.244445, 0.101926, 1286.000000, 130.556442, 2.038853, -2.935528, 2.935528, 0.000000, 0.000000
-1171.341919, -394.105957, -1.309445, 2.244445, 0.101926, 1288.000000, 130.755936, 2.038532, -2.935208, 2.935208, 0.000000, 0.000000
-1171.289429, -393.908997, -1.310085, 2.244445, 0.101926, 1290.000000, 130.955399, 2.038212, -2.934888, 2.934888, 0.000000, 0.000000
-1171.237061, -393.712006, -1.310725, 2.244445, 0.101926, 1292.000000, 131.154877, 2.037892, -2.934569, 2.934569, 0.000000, 0.000000
-1171.184814, -393.514984, -1.311365, 2.244445, 0.101926, 1294.000000, 131.354324, 2.037571, -2.934249, 2.934249, 0.000000, 0.000000
-1171.132690, -393.317932, -1.312005, 2.244445, 0.101926, 1296.000000, 131.553757, 2.037251, -2.933929, 2.933929, 0.000000, 0.000000
-1171.080688, -393.120850, -1.312645, 2.244445, 0.101926, 1298.000000, 131.753174, 2.036931, -2.933610, 2.933610, 0.000000, 0.000000
-1171.028809, -392.923706, -1.313285, 2.244445, 0.101926, 1300.000000, 131.952606, 2.036611, -2.933290, 2.933290, 0.000000, 0.000000
-1170.977051, -392.726532, -1.313925, 2.244445, 0.101926, 1302.000000, 132.152039, 2.036291, -2.932970, 2.932970, 0.000000, 0.000000
-1170.925415, -392.529327, -1.314564, 2.244445, 0.101926, 1304.000000, 132.351440, 2.035970, -2.932651, 2.932651, 0.000000, 0.000000
-1170.873901, -392.332092, -1.315204, 2.244445, 0.101926, 1306.000000, 132.550827, 2.035650, -2.932331, 2.932331, 0.000000, 0.000000
-1170.822510, -392.134827, -1.315844, 2.244445, 0.101926, 1308.000000, 132.750214, 2.035330, -2.932011, 2.932011, 0.000000, 0.000000
-1170.771240, -391.937531, -1.316484, 2.244445, 0.101926, 1310.000000, 132.949570, 2.035010, -2.931691, 2.931691, 0.000000, 0.000000
-1170.720093, -391.740204, -1.317124, 2.244445, 0.101926, 1312.000000, 133.148926, 2.034690, -2.931371, 2.931371, 0.000000, 0.000000
-1170.669067, -391.542847, -1.317764, 2.244445, 0.101926, 1314.000000, 133.348267, 2.034370, -2.931051, 2.931051, 0.000000, 0.000000
-1170.618164, -391.345459, -1.318404, 2.244445, 0.101926, 1316.000000, 133.547577, 2.034050, -2.930732, 2.930732, 0.000000, 0.000000
-1170.567383, -391.148041, -1.319044, 2.244445, 0.101926, 1318.000000, 133.746902, 2.033730, -2.930412, 2.930412, 0.000000, 0.000000
-1170.516724, -390.950592, -1.319684, 2.244445, 0.101926, 1320.000000, 133.946198, 2.033410, -2.930091, 2.930091, 0.000000, 0.000000
-1170.466187, -390.753113, -1.320324, 2.244445, 0.101926, 1322.000000, 134.145477, 2.033090, -2.929771, 2.929771, 0.000000, 0.000000
-1170.415771, -390.555603, -1.320964, 2.244445, 0.101926, 1324.000000, 134.344742, 2.032771, -2.929451, 2.929451, 0.000000, 0.000000
-1170.365479, -390.358063, -1.321604, 2.244445, 0.101926, 1326.000000, 134.544006, 2.032451, -2.929131, 2.929131, 0.000000, 0.000000
-1170.315308, -390.160461, -1.322243, 2.244445, 0.101926, 1328.000000, 134.743271, 2.032131, -2.928811, 2.928811, 0.000000, 0.000000
-1170.265259, -389.962830, -1.322883, 2.244445, 0.101926, 1330.000000, 134.942535, 2.031811, -2.928491, 2.928491, 0.000000, 0.000000
-1170.215332, -389.765167, -1.323523, 2.244445, 0.101926, 1332.000000, 135.141769, 2.031491, -2.928171, 2.928171, 0.000000, 0.000000
-1170.165527, -389.567474, -1.324163, 2.244445, 0.101926, 1334.000000, 135.341003, 2.031172, -2.927851, 2.927851, 0.000000, 0.000000
-1170.115845, -389.369751, -1.324803, 2.244445, 0.101926, 1336.000000, 135.540222, 2.030852, -2.927531, 2.927531, 0.000000, 0.000000
-1170.066284, -389.171997, -1.325443, 2.244445, 0.101926, 1338.000000, 135.739426, 2.030532, -2.927210, 2.927210, 0.000000, 0.000000
-1170.016846, -388.974213, -1.326083, 2.244445, 0.101926, 1340.000000, 135.938614, 2.030212, -2.926890, 2.926890, 0.000000, 0.000000
-1169.967529, -388.776398, -1.326723, 2.244445, 0.101926, 1342.000000, 136.137802, 2.029893, -2.926570, 2.926570, 0.000000, 0.000000
-1169.918335, -388.578552, -1.327363, 2.244445, 0.101926, 1344.000000, 136.336960, 2.029573, -2.926250, 2.926250, 0.000000, 0.000000
-1169.869385, -388.380676, -1.328003, 2.244445, 0.101926, 1346.000000, 136.536057, 2.029253, -2.925930, 2.925930, 0.000000, 0.000000
-1169.820557, -388.182770, -1.328643, 2.244445, 0.101926, 1348.000000, 136.735138, 2.028933, -2.925610, 2.925610, 0.000000, 0.000000
-1169.771851, -387.984833, -1.329283, 2.244445, 0.101926, 1350.000000, 136.934219, 2.028612, -2.925291, 2.925291, 0.000000, 0.000000
-1169.723267, -387.786865, -1.329922, 2.244445, 0.101926, 1352.000000, 137.133286, 2.028292, -2.924971, 2.924971, 0.000000, 0.000000
-1169.674805, -387.588867, -1.330562, 2.244445, 0.101926, 1354.000000, 137.332336, 2.027972, -2.924651, 2.924651, 0.000000, 0.000000
-1169.626465, -387.390839, -1.331202, 2.244445, 0.101926, 1356.000000, 137.531372, 2.027652, -2.924332, 2.924332, 0.000000, 0.000000
-1169.578247, -387.192780, -1.331842, 2.244445, 0.101926, 1358.000000, 137.730392, 2.027331, -2.924012, 2.924012, 0.000000, 0.000000
-1169.530151, -386.994690, -1.332482, 2.244445, 0.101926, 1360.000000, 137.929413, 2.027011, -2.923692, 2.923692, 0.000000, 0.000000
-1169.482178, -386.796570, -1.333122, 2.244445, 0.101926, 1362.000000, 138.128403, 2.026691, -2.923372, 2.923372, 0.000000, 0.000000
-1169.434326, -386.598419, -1.333762, 2.244445, 0.101926, 1364.000000, 138.327393, 2.026371, -2.923053, 2.923053, 0.000000, 0.000000
-1169.386597, -386.400238, -1.334402, 2.244445, 0.101926, 1366.000000, 138.526367, 2.026051, -2.922733, 2.922733, 0.000000, 0.000000
-1169.338989, -386.202026, -1.335042, 2.244445, 0.101926, 1368.000000, 138.725327, 2.025731, -2.922413, 2.922413, 0.000000, 0.000000
-1169.291504, -386.003784, -1.335682, 2.244445, 0.101926, 1370.000000, 138.924286, 2.025411, -2.922093, 2.922093, 0.000000, 0.000000
-1169.244141, -385.805511, -1.336322, 2.244445, 0.101926, 1372.000000, 139.123230, 2.025091, -2.921773, 2.921773, 0.000000, 0.000000
-1169.196899, -385.607208, -1.336962, 2.244445, 0.101926, 1374.000000, 139.322159, 2.024771, -2.921453, 2.921453, 0.000000, 0.000000
-1169.149780, -385.408875, -1.337601, 2.244445, 0.101926, 1376.000000, 139.521072, 2.024451, -2.921133, 2.921133, 0.000000, 0.000000
-1169.102783, -385.210510, -1.338241, 2.244445, 0.101926, 1378.000000, 139.719971, 2.024132, -2.920813, 2.920813, 0.000000, 0.000000
-1169.055908, -385.012115, -1.338881, 2.244445, 0.101926, 1380.000000, 139.918869, 2.023812, -2.920493, 2.920493, 0.000000, 0.000000
-1169.009155, -384.813690, -1.339521, 2.244445, 0.101926, 1382.000000, 140.117752, 2.023492, -2.920172, 2.920172, 0.000000, 0.000000
-1168.962524, -384.615234, -1.340161, 2.244445, 0.101926, 1384.000000, 140.316620, 2.023172, -2.919852, 2.919852, 0.000000, 0.000000
-1168.916016, -384.416748, -1.340801, 2.244445, 0.101926, 1386.000000, 140.515472, 2.022852, -2.919532, 2.919532, 0.000000, 0.000000
-1168.869629, -384.218231, -1.341441, 2.244445, 0.101926, 1388.000000, 140.714310, 2.022533, -2.919212, 2.919212, 0.000000, 0.000000
-1168.823364, -384.019684, -1.342081, 2.244445, 0.101926, 1390.000000, 140.913147, 2.022213, -2.918892, 2.918892, 0.000000, 0.000000
-1168.777222, -383.821106, -1.342721, 2.244445, 0.101926, 1392.000000, 141.111969, 2.021893, -2.918571, 2.918571, 0.000000, 0.000000
-1168.731201, -383.622498, -1.343361, 2.244445, 0.101926, 1394.000000, 141.310776, 2.021574, -2.918251, 2.918251, 0.000000, 0.000000
-1168.685425, -383.423859, -1.344001, 2.244445, 0.101926, 1396.000000, 141.509537, 2.021253, -2.917932, 2.917932, 0.000000, 0.000000
-1168.639771, -383.225189, -1.344640, 2.244445, 0.101926, 1398.000000, 141.708267, 2.020933, -2.917612, 2.917612, 0.000000, 0.000000
-1168.594238, -383.026489, -1.345280, 2.244445, 0.101926, 1400.000000, 141.906982, 2.020612, -2.917293, 2.917293, 0.000000, 0.000000
-1168.548828, -382.827759, -1.345920, 2.244445, 0.101926, 1402.000000, 142.105698, 2.020292, -2.916973, 2.916973, 0.000000, 0.000000
-1168.503540, -382.628998, -1.346560, 2.244445, 0.101926, 1404.000000, 142.304398, 2.019972, -2.916653, 2.916653, 0.000000, 0.000000
-1168.458374, -382.430206, -1.347200, 2.244445, 0.101926, 1406.000000, 142.503098, 2.019652, -2.916333, 2.916333, 0.000000, 0.000000
-1168.413330, -382.231415, -1.347840, 2.244445, 0.101926, 1408.000000, 142.701752, 2.019332, -2.916014, 2.916014, 0.000000, 0.000000
-1168.368408, -382.032593, -1.348480, 2.244445, 0.101926, 1410.000000, 142.900391, 2.019012, -2.915694, 2.915694, 0.000000, 0.000000
-1168.323608, -381.833740, -1.349120, 2.244445, 0.101926, 1412.000000, 143.099030, 2.018692, -2.915374, 2.915374, 0.000000, 0.000000
-1168.278931, -381.634857, -1.349760, 2.244445, 0.101926, 1414.000000, 143.297638, 2.018372, -2.915054, 2.915054, 0.000000, 0.000000
-1168.234375, -381.435944, -1.350400, 2.244445, 0.101926, 1416.000000, 143.496262, 2.018052, -2.914734, 2.914734, 0.000000, 0.000000
-1168.189941, -381.237000, -1.351040, 2.244445, 0.101926, 1418.000000, 143.694855, 2.017732, -2.914414, 2.914414, 0.000000, 0.000000
-1168.145630, -381.038025, -1.351680, 2.244445, 0.101926, 1420.000000, 143.893448, 2.017412, -2.914094, 2.914094, 0.000000, 0.000000
-1168.101440, -380.839020, -1.352319, 2.244445, 0.101926, 1422.000000, 144.092026, 2.017092, -2.913774, 2.913774, 0.000000, 0.000000
-1168.057373, -380.639984, -1.352959, 2.244445, 0.101926, 1424.000000, 144.290604, 2.016772, -2.913454, 2.913454, 0.000000, 0.000000
-1168.013428, -380.440918, -1.353599, 2.244445, 0.101926, 1426.000000, 144.489151, 2.016452, -2.913134, 2.913134, 0.000000, 0.000000
-1167.969604, -380.241821, -1.354239, 2.244445, 0.101926, 1428.000000, 144.687698, 2.016132, -2.912814, 2.912814, 0.000000, 0.000000
-1167.925903, -380.042694, -1.354879, 2.244445, 0.101926, 1430.000000, 144.886230, 2.015812, -2.912494, 2.912494, 0.000000, 0.000000
-1167.882324, -379.843536, -1.355519, 2.244445, 0.101926, 1432.000000, 145.084763, 2.015492, -2.912174, 2.912174, 0.000000, 0.000000
-1167.838867, -379.644348, -1.356159, 2.244445, 0.101926, 1434.000000, 145.283279, 2.015173, -2.911854, 2.911854, 0.000000, 0.000000
-1167.795532, -379.445160, -1.356799, 2.244445, 0.101926, 1436.000000, 145.481766, 2.014853, -2.911534, 2.911534, 0.000000, 0.000000
-1167.752319, -379.245941, -1.357439, 2.244445, 0.101926, 1438.000000, 145.680237, 2.014534, -2.911213, 2.911213, 0.000000, 0.000000
-1167.709229, -379.046692, -1.358079, 2.244445, 0.101926, 1440.000000, 145.878693, 2.014214, -2.910893, 2.910893, 0.000000, 0.000000
-1167.666260, -378.847412, -1.358719, 2.244445, 0.101926, 1442.000000, 146.077148, 2.013894, -2.910573, 2.910573, 0.000000, 0.000000
-1167.623535, -378.648102, -1.359359, 2.244445, 0.101926, 1444.000000, 146.275528, 2.013574, -2.910253, 2.910253, 0.000000, 0.000000
-1167.580933, -378.448761, -1.359998, 2.244445, 0.101926, 1446.000000, 146.473907, 2.013254, -2.909933, 2.909933, 0.000000, 0.000000
-1167.538452, -378.249390, -1.360638, 2.244445, 0.101926, 1448.000000, 146.672287, 2.012933, -2.909614, 2.909614, 0.000000, 0.000000
-1167.496094, -378.049988, -1.361278, 2.244445, 0.101926, 1450.000000, 146.870636, 2.012613, -2.909294, 2.909294, 0.000000, 0.000000
-1167.453857, -377.850555, -1.361918, 2.244445, 0.101926, 1452.000000, 147.068985, 2.012293, -2.908974, 2.908974, 0.000000, 0.000000
-1167.411743, -377.651123, -1.362558, 2.244445, 0.101926, 1454.000000, 147.267288, 2.011973, -2.908654, 2.908654, 0.000000, 0.000000
-1167.369751, -377.451660, -1.363198, 2.244445, 0.101926, 1456.000000, 147.465607, 2.011653, -2.908335, 2.908335, 0.000000, 0.000000
-1167.327881, -377.252167, -1.363838, 2.244445, 0.101926, 1458.000000, 147.663895, 2.011333, -2.908015, 2.908015, 0.000000, 0.000000
