CarTurnLog -- start condition -- 
 mTarget, -1230.295410,-510.817566
 mAngleToTarget, 2.244185
 mMoveAngleError, -3.141021
 mDistError, 0.620492
 mMoveAngleSgn, -1.000000
 mShoulderAngleError, -3.050342
 mShoulderAngleSgn, -1.000000
 mPosition, -1229.908447,-510.332520
 mIsPerfect, 0

CarTurnLog -- iterations -- 
 mPositionX, mPositionZ, mMoveAngle, mShoulderAngle, mSpeed, mT, mDistToTarget, mAngleToTarget, mMoveAngleError, mAbsMoveAngleError, mShoulderAngleError, mAbsShoulderAngleError
-1209.839600, -482.107880, -1.006765, 2.244445, 0.101926, 342.000000, 35.251755, 2.189866, -3.086554, 3.086554, 0.000000, 0.000000
-1209.730713, -481.935547, -1.007405, 2.244445, 0.101926, 344.000000, 35.455292, 2.189547, -3.086234, 3.086234, 0.000000, 0.000000
-1209.621948, -481.763123, -1.008045, 2.244445, 0.101926, 346.000000, 35.658836, 2.189227, -3.085914, 3.085914, 0.000000, 0.000000
-1209.513306, -481.590637, -1.008685, 2.244445, 0.101926, 348.000000, 35.862366, 2.188907, -3.085594, 3.085594, 0.000000, 0.000000
-1209.404785, -481.418091, -1.009325, 2.244445, 0.101926, 350.000000, 36.065876, 2.188586, -3.085274, 3.085274, 0.000000, 0.000000
-1209.296387, -481.245453, -1.009965, 2.244445, 0.101926, 352.000000, 36.269394, 2.188266, -3.084955, 3.084955, 0.000000, 0.000000
-1209.188110, -481.072754, -1.010605, 2.244445, 0.101926, 354.000000, 36.472893, 2.187945, -3.084636, 3.084636, 0.000000, 0.000000
-1209.079956, -480.899994, -1.011245, 2.244445, 0.101926, 356.000000, 36.676376, 2.187624, -3.084317, 3.084317, 0.000000, 0.000000
-1208.971802, -480.727173, -1.011884, 2.244445, 0.101926, 358.000000, 36.879913, 2.187305, -3.083996, 3.083996, 0.000000, 0.000000
-1208.863770, -480.554260, -1.012524, 2.244445, 0.101926, 360.000000, 37.083458, 2.186986, -3.083675, 3.083675, 0.000000, 0.000000
-1208.755859, -480.381287, -1.013164, 2.244445, 0.101926, 362.000000, 37.286987, 2.186667, -3.083354, 3.083354, 0.000000, 0.000000
-1208.648071, -480.208252, -1.013804, 2.244445, 0.101926, 364.000000, 37.490498, 2.186347, -3.083034, 3.083034, 0.000000, 0.000000
-1208.540405, -480.035156, -1.014444, 2.244445, 0.101926, 366.000000, 37.693993, 2.186028, -3.082713, 3.082713, 0.000000, 0.000000
-1208.432861, -479.861969, -1.015084, 2.244445, 0.101926, 368.000000, 37.897491, 2.185708, -3.082393, 3.082393, 0.000000, 0.000000
-1208.325439, -479.688721, -1.015724, 2.244445, 0.101926, 370.000000, 38.100979, 2.185388, -3.082074, 3.082074, 0.000000, 0.000000
-1208.218140, -479.515411, -1.016364, 2.244445, 0.101926, 372.000000, 38.304447, 2.185067, -3.081754, 3.081754, 0.000000, 0.000000
-1208.110962, -479.342041, -1.017004, 2.244445, 0.101926, 374.000000, 38.507900, 2.184747, -3.081435, 3.081435, 0.000000, 0.000000
-1208.003906, -479.168579, -1.017644, 2.244445, 0.101926, 376.000000, 38.711361, 2.184426, -3.081116, 3.081116, 0.000000, 0.000000
-1207.896973, -478.995056, -1.018284, 2.244445, 0.101926, 378.000000, 38.914806, 2.184105, -3.080797, 3.080797, 0.000000, 0.000000
-1207.790039, -478.821472, -1.018924, 2.244445, 0.101926, 380.000000, 39.118305, 2.183786, -3.080476, 3.080476, 0.000000, 0.000000
-1207.683228, -478.647827, -1.019563, 2.244445, 0.101926, 382.000000, 39.321785, 2.183467, -3.080155, 3.080155, 0.000000, 0.000000
-1207.576538, -478.474091, -1.020203, 2.244445, 0.101926, 384.000000, 39.525276, 2.183148, -3.079834, 3.079834, 0.000000, 0.000000
-1207.469971, -478.300293, -1.020843, 2.244445, 0.101926, 386.000000, 39.728752, 2.182829, -3.079514, 3.079514, 0.000000, 0.000000
-1207.363525, -478.126434, -1.021483, 2.244445, 0.101926, 388.000000, 39.932209, 2.182509, -3.079193, 3.079193, 0.000000, 0.000000
-1207.257202, -477.952515, -1.022123, 2.244445, 0.101926, 390.000000, 40.135654, 2.182189, -3.078873, 3.078873, 0.000000, 0.000000
-1207.151001, -477.778503, -1.022763, 2.244445, 0.101926, 392.000000, 40.339104, 2.181869, -3.078554, 3.078554, 0.000000, 0.000000
-1207.044922, -477.604431, -1.023403, 2.244445, 0.101926, 394.000000, 40.542538, 2.181548, -3.078234, 3.078234, 0.000000, 0.000000
-1206.938965, -477.430298, -1.024043, 2.244445, 0.101926, 396.000000, 40.745960, 2.181228, -3.077915, 3.077915, 0.000000, 0.000000
-1206.833130, -477.256104, -1.024683, 2.244445, 0.101926, 398.000000, 40.949364, 2.180907, -3.077595, 3.077595, 0.000000, 0.000000
-1206.727417, -477.081848, -1.025323, 2.244445, 0.101926, 400.000000, 41.152752, 2.180587, -3.077276, 3.077276, 0.000000, 0.000000
-1206.621826, -476.907501, -1.025963, 2.244445, 0.101926, 402.000000, 41.356148, 2.180265, -3.076958, 3.076958, 0.000000, 0.000000
-1206.516235, -476.733093, -1.026603, 2.244445, 0.101926, 404.000000, 41.559601, 2.179946, -3.076637, 3.076637, 0.000000, 0.000000
-1206.410767, -476.558624, -1.027242, 2.244445, 0.101926, 406.000000, 41.763039, 2.179627, -3.076316, 3.076316, 0.000000, 0.000000
-1206.305420, -476.384094, -1.027882, 2.244445, 0.101926, 408.000000, 41.966457, 2.179308, -3.075995, 3.075995, 0.000000, 0.000000
-1206.200195, -476.209473, -1.028522, 2.244445, 0.101926, 410.000000, 42.169888, 2.178988, -3.075675, 3.075675, 0.000000, 0.000000
-1206.095093, -476.034790, -1.029162, 2.244445, 0.101926, 412.000000, 42.373302, 2.178668, -3.075355, 3.075355, 0.000000, 0.000000
-1205.990112, -475.860046, -1.029802, 2.244445, 0.101926, 414.000000, 42.576702, 2.178348, -3.075035, 3.075035, 0.000000, 0.000000
-1205.885254, -475.685242, -1.030442, 2.244445, 0.101926, 416.000000, 42.780087, 2.178028, -3.074715, 3.074715, 0.000000, 0.000000
-1205.780518, -475.510376, -1.031082, 2.244445, 0.101926, 418.000000, 42.983459, 2.177708, -3.074396, 3.074396, 0.000000, 0.000000
-1205.675903, -475.335419, -1.031722, 2.244445, 0.101926, 420.000000, 43.186836, 2.177387, -3.074077, 3.074077, 0.000000, 0.000000
-1205.571411, -475.160400, -1.032362, 2.244445, 0.101926, 422.000000, 43.390202, 2.177066, -3.073758, 3.073758, 0.000000, 0.000000
-1205.467041, -474.985321, -1.033002, 2.244445, 0.101926, 424.000000, 43.593552, 2.176745, -3.073439, 3.073439, 0.000000, 0.000000
-1205.362671, -474.810181, -1.033642, 2.244445, 0.101926, 426.000000, 43.796955, 2.176426, -3.073117, 3.073117, 0.000000, 0.000000
-1205.258423, -474.634979, -1.034281, 2.244445, 0.101926, 428.000000, 44.000343, 2.176107, -3.072797, 3.072797, 0.000000, 0.000000
-1205.154297, -474.459717, -1.034921, 2.244445, 0.101926, 430.000000, 44.203720, 2.175788, -3.072476, 3.072476, 0.000000, 0.000000
-1205.050293, -474.284363, -1.035561, 2.244445, 0.101926, 432.000000, 44.407104, 2.175469, -3.072155, 3.072155, 0.000000, 0.000000
-1204.946411, -474.108948, -1.036201, 2.244445, 0.101926, 434.000000, 44.610474, 2.175149, -3.071835, 3.071835, 0.000000, 0.000000
-1204.842651, -473.933472, -1.036841, 2.244445, 0.101926, 436.000000, 44.813828, 2.174829, -3.071515, 3.071515, 0.000000, 0.000000
-1204.739014, -473.757935, -1.037481, 2.244445, 0.101926, 438.000000, 45.017170, 2.174510, -3.071195, 3.071195, 0.000000, 0.000000
-1204.635498, -473.582336, -1.038121, 2.244445, 0.101926, 440.000000, 45.220497, 2.174190, -3.070875, 3.070875, 0.000000, 0.000000
-1204.532104, -473.406677, -1.038761, 2.244445, 0.101926, 442.000000, 45.423809, 2.173870, -3.070555, 3.070555, 0.000000, 0.000000
-1204.428833, -473.230927, -1.039401, 2.244445, 0.101926, 444.000000, 45.627136, 2.173549, -3.070236, 3.070236, 0.000000, 0.000000
-1204.325684, -473.055115, -1.040041, 2.244445, 0.101926, 446.000000, 45.830441, 2.173228, -3.069916, 3.069916, 0.000000, 0.000000
-1204.222656, -472.879242, -1.040681, 2.244445, 0.101926, 448.000000, 46.033737, 2.172907, -3.069597, 3.069597, 0.000000, 0.000000
-1204.119751, -472.703308, -1.041321, 2.244445, 0.101926, 450.000000, 46.237019, 2.172586, -3.069278, 3.069278, 0.000000, 0.000000
-1204.016846, -472.527313, -1.041960, 2.244445, 0.101926, 452.000000, 46.440353, 2.172268, -3.068957, 3.068957, 0.000000, 0.000000
-1203.914063, -472.351257, -1.042600, 2.244445, 0.101926, 454.000000, 46.643673, 2.171949, -3.068636, 3.068636, 0.000000, 0.000000
-1203.811401, -472.175110, -1.043240, 2.244445, 0.101926, 456.000000, 46.847008, 2.171629, -3.068316, 3.068316, 0.000000, 0.000000
-1203.708862, -471.998901, -1.043880, 2.244445, 0.101926, 458.000000, 47.050327, 2.171310, -3.067996, 3.067996, 0.000000, 0.000000
-1203.606445, -471.822632, -1.044520, 2.244445, 0.101926, 460.000000, 47.253632, 2.170990, -3.067675, 3.067675, 0.000000, 0.000000
-1203.504150, -471.646301, -1.045160, 2.244445, 0.101926, 462.000000, 47.456924, 2.170670, -3.067355, 3.067355, 0.000000, 0.000000
-1203.401978, -471.469910, -1.045800, 2.244445, 0.101926, 464.000000, 47.660198, 2.170351, -3.067035, 3.067035, 0.000000, 0.000000
-1203.299927, -471.293457, -1.046440, 2.244445, 0.101926, 466.000000, 47.863464, 2.170030, -3.066715, 3.066715, 0.000000, 0.000000
-1203.197998, -471.116943, -1.047080, 2.244445, 0.101926, 468.000000, 48.066715, 2.169710, -3.066395, 3.066395, 0.000000, 0.000000
-1203.096191, -470.940338, -1.047720, 2.244445, 0.101926, 470.000000, 48.269978, 2.169390, -3.066076, 3.066076, 0.000000, 0.000000
-1202.994507, -470.763672, -1.048360, 2.244445, 0.101926, 472.000000, 48.473228, 2.169069, -3.065757, 3.065757, 0.000000, 0.000000
-1202.892944, -470.586945, -1.049000, 2.244445, 0.101926, 474.000000, 48.676460, 2.168748, -3.065438, 3.065438, 0.000000, 0.000000
-1202.791504, -470.410156, -1.049639, 2.244445, 0.101926, 476.000000, 48.879684, 2.168427, -3.065119, 3.065119, 0.000000, 0.000000
-1202.690063, -470.233307, -1.050279, 2.244445, 0.101926, 478.000000, 49.082962, 2.168109, -3.064797, 3.064797, 0.000000, 0.000000
-1202.588745, -470.056396, -1.050919, 2.244445, 0.101926, 480.000000, 49.286228, 2.167790, -3.064476, 3.064476, 0.000000, 0.000000
-1202.487549, -469.879425, -1.051559, 2.244445, 0.101926, 482.000000, 49.489479, 2.167470, -3.064156, 3.064156, 0.000000, 0.000000
-1202.386475, -469.702362, -1.052199, 2.244445, 0.101926, 484.000000, 49.692741, 2.167151, -3.063835, 3.063835, 0.000000, 0.000000
-1202.285522, -469.525238, -1.052839, 2.244445, 0.101926, 486.000000, 49.895996, 2.166831, -3.063515, 3.063515, 0.000000, 0.000000
-1202.184692, -469.348053, -1.053479, 2.244445, 0.101926, 488.000000, 50.099232, 2.166511, -3.063195, 3.063195, 0.000000, 0.000000
-1202.083984, -469.170807, -1.054119, 2.244445, 0.101926, 490.000000, 50.302456, 2.166192, -3.062875, 3.062875, 0.000000, 0.000000
-1201.983398, -468.993500, -1.054759, 2.244445, 0.101926, 492.000000, 50.505669, 2.165871, -3.062555, 3.062555, 0.000000, 0.000000
-1201.882935, -468.816132, -1.055399, 2.244445, 0.101926, 494.000000, 50.708866, 2.165551, -3.062235, 3.062235, 0.000000, 0.000000
-1201.782593, -468.638702, -1.056039, 2.244445, 0.101926, 496.000000, 50.912056, 2.165231, -3.061916, 3.061916, 0.000000, 0.000000
-1201.682373, -468.461212, -1.056679, 2.244445, 0.101926, 498.000000, 51.115231, 2.164911, -3.061596, 3.061596, 0.000000, 0.000000
-1201.582275, -468.283661, -1.057318, 2.244445, 0.101926, 500.000000, 51.318390, 2.164590, -3.061277, 3.061277, 0.000000, 0.000000
-1201.482300, -468.106049, -1.057958, 2.244445, 0.101926, 502.000000, 51.521538, 2.164270, -3.060957, 3.060957, 0.000000, 0.000000
-1201.382446, -467.928345, -1.058598, 2.244445, 0.101926, 504.000000, 51.724701, 2.163949, -3.060638, 3.060638, 0.000000, 0.000000
-1201.282593, -467.750580, -1.059238, 2.244445, 0.101926, 506.000000, 51.927917, 2.163630, -3.060318, 3.060318, 0.000000, 0.000000
-1201.182861, -467.572754, -1.059878, 2.244445, 0.101926, 508.000000, 52.131126, 2.163311, -3.059997, 3.059997, 0.000000, 0.000000
-1201.083252, -467.394867, -1.060518, 2.244445, 0.101926, 510.000000, 52.334320, 2.162991, -3.059676, 3.059676, 0.000000, 0.000000
-1200.983765, -467.216919, -1.061158, 2.244445, 0.101926, 512.000000, 52.537502, 2.162672, -3.059356, 3.059356, 0.000000, 0.000000
-1200.884399, -467.038910, -1.061798, 2.244445, 0.101926, 514.000000, 52.740669, 2.162352, -3.059035, 3.059035, 0.000000, 0.000000
-1200.785156, -466.860840, -1.062438, 2.244445, 0.101926, 516.000000, 52.943829, 2.162033, -3.058715, 3.058715, 0.000000, 0.000000
-1200.686035, -466.682709, -1.063078, 2.244445, 0.101926, 518.000000, 53.146973, 2.161713, -3.058395, 3.058395, 0.000000, 0.000000
-1200.587036, -466.504517, -1.063718, 2.244445, 0.101926, 520.000000, 53.350105, 2.161393, -3.058075, 3.058075, 0.000000, 0.000000
-1200.488159, -466.326263, -1.064358, 2.244445, 0.101926, 522.000000, 53.553226, 2.161073, -3.057755, 3.057755, 0.000000, 0.000000
-1200.389404, -466.147949, -1.064997, 2.244445, 0.101926, 524.000000, 53.756340, 2.160753, -3.057435, 3.057435, 0.000000, 0.000000
-1200.290771, -465.969574, -1.065637, 2.244445, 0.101926, 526.000000, 53.959435, 2.160433, -3.057115, 3.057115, 0.000000, 0.000000
-1200.192261, -465.791107, -1.066277, 2.244445, 0.101926, 528.000000, 54.162548, 2.160113, -3.056796, 3.056796, 0.000000, 0.000000
-1200.093872, -465.612579, -1.066917, 2.244445, 0.101926, 530.000000, 54.365650, 2.159792, -3.056476, 3.056476, 0.000000, 0.000000
-1199.995605, -465.433990, -1.067557, 2.244445, 0.101926, 532.000000, 54.568737, 2.159471, -3.056157, 3.056157, 0.000000, 0.000000
-1199.897461, -465.255341, -1.068197, 2.244445, 0.101926, 534.000000, 54.771816, 2.159150, -3.055838, 3.055838, 0.000000, 0.000000
-1199.799438, -465.076630, -1.068837, 2.244445, 0.101926, 536.000000, 54.974880, 2.158829, -3.055519, 3.055519, 0.000000, 0.000000
-1199.701416, -464.897858, -1.069477, 2.244445, 0.101926, 538.000000, 55.178005, 2.158510, -3.055198, 3.055198, 0.000000, 0.000000
-1199.603516, -464.719025, -1.070117, 2.244445, 0.101926, 540.000000, 55.381115, 2.158191, -3.054878, 3.054878, 0.000000, 0.000000
-1199.505737, -464.540131, -1.070757, 2.244445, 0.101926, 542.000000, 55.584217, 2.157871, -3.054557, 3.054557, 0.000000, 0.000000
-1199.408081, -464.361176, -1.071397, 2.244445, 0.101926, 544.000000, 55.787304, 2.157552, -3.054237, 3.054237, 0.000000, 0.000000
-1199.310547, -464.182159, -1.072037, 2.244445, 0.101926, 546.000000, 55.990383, 2.157233, -3.053916, 3.053916, 0.000000, 0.000000
-1199.213135, -464.003082, -1.072676, 2.244445, 0.101926, 548.000000, 56.193451, 2.156913, -3.053596, 3.053596, 0.000000, 0.000000
-1199.115845, -463.823944, -1.073316, 2.244445, 0.101926, 550.000000, 56.396503, 2.156593, -3.053276, 3.053276, 0.000000, 0.000000
-1199.018677, -463.644745, -1.073956, 2.244445, 0.101926, 552.000000, 56.599552, 2.156273, -3.052956, 3.052956, 0.000000, 0.000000
-1198.921631, -463.465485, -1.074596, 2.244445, 0.101926, 554.000000, 56.802582, 2.155953, -3.052636, 3.052636, 0.000000, 0.000000
-1198.824707, -463.286163, -1.075236, 2.244445, 0.101926, 556.000000, 57.005608, 2.155633, -3.052316, 3.052316, 0.000000, 0.000000
-1198.727905, -463.106781, -1.075876, 2.244445, 0.101926, 558.000000, 57.208622, 2.155313, -3.051996, 3.051996, 0.000000, 0.000000
-1198.631226, -462.927338, -1.076516, 2.244445, 0.101926, 560.000000, 57.411625, 2.154993, -3.051677, 3.051677, 0.000000, 0.000000
-1198.534668, -462.747833, -1.077156, 2.244445, 0.101926, 562.000000, 57.614616, 2.154672, -3.051357, 3.051357, 0.000000, 0.000000
-1198.438232, -462.568268, -1.077796, 2.244445, 0.101926, 564.000000, 57.817596, 2.154352, -3.051038, 3.051038, 0.000000, 0.000000
-1198.341919, -462.388641, -1.078436, 2.244445, 0.101926, 566.000000, 58.020569, 2.154031, -3.050719, 3.050719, 0.000000, 0.000000
-1198.245728, -462.208954, -1.079076, 2.244445, 0.101926, 568.000000, 58.223530, 2.153711, -3.050399, 3.050399, 0.000000, 0.000000
-1198.149536, -462.029205, -1.079715, 2.244445, 0.101926, 570.000000, 58.426548, 2.153392, -3.050078, 3.050078, 0.000000, 0.000000
-1198.053467, -461.849396, -1.080355, 2.244445, 0.101926, 572.000000, 58.629555, 2.153073, -3.049757, 3.049757, 0.000000, 0.000000
-1197.957520, -461.669525, -1.080995, 2.244445, 0.101926, 574.000000, 58.832550, 2.152753, -3.049437, 3.049437, 0.000000, 0.000000
-1197.861694, -461.489594, -1.081635, 2.244445, 0.101926, 576.000000, 59.035538, 2.152434, -3.049116, 3.049116, 0.000000, 0.000000
-1197.765991, -461.309601, -1.082275, 2.244445, 0.101926, 578.000000, 59.238514, 2.152115, -3.048796, 3.048796, 0.000000, 0.000000
-1197.670410, -461.129547, -1.082915, 2.244445, 0.101926, 580.000000, 59.441483, 2.151795, -3.048475, 3.048475, 0.000000, 0.000000
-1197.574951, -460.949432, -1.083555, 2.244445, 0.101926, 582.000000, 59.644440, 2.151475, -3.048155, 3.048155, 0.000000, 0.000000
-1197.479614, -460.769257, -1.084195, 2.244445, 0.101926, 584.000000, 59.847385, 2.151156, -3.047835, 3.047835, 0.000000, 0.000000
-1197.384399, -460.589020, -1.084835, 2.244445, 0.101926, 586.000000, 60.050323, 2.150836, -3.047515, 3.047515, 0.000000, 0.000000
-1197.289307, -460.408722, -1.085475, 2.244445, 0.101926, 588.000000, 60.253250, 2.150516, -3.047194, 3.047194, 0.000000, 0.000000
-1197.194336, -460.228363, -1.086115, 2.244445, 0.101926, 590.000000, 60.456169, 2.150196, -3.046875, 3.046875, 0.000000, 0.000000
-1197.099487, -460.047943, -1.086755, 2.244445, 0.101926, 592.000000, 60.659081, 2.149876, -3.046555, 3.046555, 0.000000, 0.000000
-1197.004761, -459.867462, -1.087394, 2.244445, 0.101926, 594.000000, 60.861977, 2.149556, -3.046235, 3.046235, 0.000000, 0.000000
-1196.910156, -459.686920, -1.088034, 2.244445, 0.101926, 596.000000, 61.064869, 2.149236, -3.045915, 3.045915, 0.000000, 0.000000
-1196.815674, -459.506317, -1.088674, 2.244445, 0.101926, 598.000000, 61.267746, 2.148915, -3.045596, 3.045596, 0.000000, 0.000000
-1196.721313, -459.325653, -1.089314, 2.244445, 0.101926, 600.000000, 61.470619, 2.148595, -3.045276, 3.045276, 0.000000, 0.000000
-1196.627075, -459.144928, -1.089954, 2.244445, 0.101926, 602.000000, 61.673481, 2.148274, -3.044957, 3.044957, 0.000000, 0.000000
-1196.532959, -458.964142, -1.090594, 2.244445, 0.101926, 604.000000, 61.876335, 2.147954, -3.044638, 3.044638, 0.000000, 0.000000
-1196.438843, -458.783295, -1.091234, 2.244445, 0.101926, 606.000000, 62.079243, 2.147635, -3.044317, 3.044317, 0.000000, 0.000000
-1196.344849, -458.602386, -1.091874, 2.244445, 0.101926, 608.000000, 62.282146, 2.147316, -3.043996, 3.043996, 0.000000, 0.000000
-1196.250977, -458.421417, -1.092514, 2.244445, 0.101926, 610.000000, 62.485039, 2.146996, -3.043675, 3.043675, 0.000000, 0.000000
-1196.157227, -458.240387, -1.093154, 2.244445, 0.101926, 612.000000, 62.687920, 2.146677, -3.043355, 3.043355, 0.000000, 0.000000
-1196.063599, -458.059296, -1.093794, 2.244445, 0.101926, 614.000000, 62.890793, 2.146358, -3.043034, 3.043034, 0.000000, 0.000000
-1195.970093, -457.878143, -1.094434, 2.244445, 0.101926, 616.000000, 63.093662, 2.146038, -3.042714, 3.042714, 0.000000, 0.000000
-1195.876709, -457.696930, -1.095073, 2.244445, 0.101926, 618.000000, 63.296516, 2.145718, -3.042394, 3.042394, 0.000000, 0.000000
-1195.783447, -457.515656, -1.095713, 2.244445, 0.101926, 620.000000, 63.499367, 2.145399, -3.042073, 3.042073, 0.000000, 0.000000
-1195.690308, -457.334320, -1.096353, 2.244445, 0.101926, 622.000000, 63.702202, 2.145079, -3.041754, 3.041754, 0.000000, 0.000000
-1195.597290, -457.152924, -1.096993, 2.244445, 0.101926, 624.000000, 63.905037, 2.144759, -3.041434, 3.041434, 0.000000, 0.000000
-1195.504395, -456.971466, -1.097633, 2.244445, 0.101926, 626.000000, 64.107857, 2.144439, -3.041114, 3.041114, 0.000000, 0.000000
-1195.411621, -456.789948, -1.098273, 2.244445, 0.101926, 628.000000, 64.310669, 2.144119, -3.040794, 3.040794, 0.000000, 0.000000
-1195.318970, -456.608368, -1.098913, 2.244445, 0.101926, 630.000000, 64.513481, 2.143799, -3.040474, 3.040474, 0.000000, 0.000000
-1195.226440, -456.426727, -1.099553, 2.244445, 0.101926, 632.000000, 64.716270, 2.143478, -3.040154, 3.040154, 0.000000, 0.000000
-1195.134033, -456.245026, -1.100193, 2.244445, 0.101926, 634.000000, 64.919060, 2.143158, -3.039835, 3.039835, 0.000000, 0.000000
-1195.041748, -456.063263, -1.100833, 2.244445, 0.101926, 636.000000, 65.121841, 2.142837, -3.039515, 3.039515, 0.000000, 0.000000
-1194.949585, -455.881439, -1.101473, 2.244445, 0.101926, 638.000000, 65.324615, 2.142517, -3.039196, 3.039196, 0.000000, 0.000000
-1194.857544, -455.699585, -1.102113, 2.244445, 0.101926, 640.000000, 65.527359, 2.142196, -3.038877, 3.038877, 0.000000, 0.000000
-1194.765625, -455.517670, -1.102752, 2.244445, 0.101926, 642.000000, 65.730087, 2.141876, -3.038557, 3.038557, 0.000000, 0.000000
-1194.673828, -455.335693, -1.103392, 2.244445, 0.101926, 644.000000, 65.932808, 2.141555, -3.038238, 3.038238, 0.000000, 0.000000
-1194.582153, -455.153656, -1.104032, 2.244445, 0.101926, 646.000000, 66.135529, 2.141235, -3.037918, 3.037918, 0.000000, 0.000000
-1194.490479, -454.971558, -1.104672, 2.244445, 0.101926, 648.000000, 66.338295, 2.140916, -3.037598, 3.037598, 0.000000, 0.000000
-1194.398926, -454.789398, -1.105312, 2.244445, 0.101926, 650.000000, 66.541061, 2.140596, -3.037277, 3.037277, 0.000000, 0.000000
-1194.307495, -454.607178, -1.105952, 2.244445, 0.101926, 652.000000, 66.743820, 2.140277, -3.036957, 3.036957, 0.000000, 0.000000
-1194.216187, -454.424896, -1.106592, 2.244445, 0.101926, 654.000000, 66.946571, 2.139957, -3.036636, 3.036636, 0.000000, 0.000000
-1194.125000, -454.242554, -1.107232, 2.244445, 0.101926, 656.000000, 67.149315, 2.139638, -3.036316, 3.036316, 0.000000, 0.000000
-1194.033936, -454.060150, -1.107872, 2.244445, 0.101926, 658.000000, 67.352051, 2.139318, -3.035995, 3.035995, 0.000000, 0.000000
-1193.942993, -453.877686, -1.108512, 2.244445, 0.101926, 660.000000, 67.554779, 2.138999, -3.035675, 3.035675, 0.000000, 0.000000
-1193.852173, -453.695160, -1.109152, 2.244445, 0.101926, 662.000000, 67.757500, 2.138679, -3.035355, 3.035355, 0.000000, 0.000000
-1193.761475, -453.512604, -1.109792, 2.244445, 0.101926, 664.000000, 67.960190, 2.138359, -3.035035, 3.035035, 0.000000, 0.000000
-1193.670898, -453.329987, -1.110431, 2.244445, 0.101926, 666.000000, 68.162872, 2.138039, -3.034715, 3.034715, 0.000000, 0.000000
-1193.580444, -453.147308, -1.111071, 2.244445, 0.101926, 668.000000, 68.365547, 2.137719, -3.034395, 3.034395, 0.000000, 0.000000
-1193.490112, -452.964569, -1.111711, 2.244445, 0.101926, 670.000000, 68.568207, 2.137399, -3.034075, 3.034075, 0.000000, 0.000000
-1193.399902, -452.781769, -1.112351, 2.244445, 0.101926, 672.000000, 68.770866, 2.137079, -3.033755, 3.033755, 0.000000, 0.000000
-1193.309814, -452.598907, -1.112991, 2.244445, 0.101926, 674.000000, 68.973518, 2.136759, -3.033435, 3.033435, 0.000000, 0.000000
-1193.219849, -452.415985, -1.113631, 2.244445, 0.101926, 676.000000, 69.176163, 2.136439, -3.033115, 3.033115, 0.000000, 0.000000
-1193.130005, -452.233002, -1.114271, 2.244445, 0.101926, 678.000000, 69.378807, 2.136119, -3.032796, 3.032796, 0.000000, 0.000000
-1193.040283, -452.049957, -1.114911, 2.244445, 0.101926, 680.000000, 69.581436, 2.135798, -3.032476, 3.032476, 0.000000, 0.000000
-1192.950684, -451.866882, -1.115551, 2.244445, 0.101926, 682.000000, 69.784035, 2.135478, -3.032156, 3.032156, 0.000000, 0.000000
-1192.861206, -451.683746, -1.116191, 2.244445, 0.101926, 684.000000, 69.986626, 2.135158, -3.031837, 3.031837, 0.000000, 0.000000
-1192.771851, -451.500549, -1.116831, 2.244445, 0.101926, 686.000000, 70.189217, 2.134838, -3.031517, 3.031517, 0.000000, 0.000000
-1192.682617, -451.317291, -1.117471, 2.244445, 0.101926, 688.000000, 70.391792, 2.134517, -3.031198, 3.031198, 0.000000, 0.000000
-1192.593506, -451.133972, -1.118110, 2.244445, 0.101926, 690.000000, 70.594368, 2.134197, -3.030879, 3.030879, 0.000000, 0.000000
-1192.504517, -450.950592, -1.118750, 2.244445, 0.101926, 692.000000, 70.796936, 2.133876, -3.030559, 3.030559, 0.000000, 0.000000
-1192.415649, -450.767151, -1.119390, 2.244445, 0.101926, 694.000000, 70.999496, 2.133555, -3.030240, 3.030240, 0.000000, 0.000000
-1192.326782, -450.583649, -1.120030, 2.244445, 0.101926, 696.000000, 71.202118, 2.133236, -3.029920, 3.029920, 0.000000, 0.000000
-1192.238037, -450.400116, -1.120670, 2.244445, 0.101926, 698.000000, 71.404701, 2.132916, -3.029599, 3.029599, 0.000000, 0.000000
-1192.149414, -450.216522, -1.121310, 2.244445, 0.101926, 700.000000, 71.607285, 2.132597, -3.029278, 3.029278, 0.000000, 0.000000
-1192.060913, -450.032867, -1.121950, 2.244445, 0.101926, 702.000000, 71.809860, 2.132278, -3.028958, 3.028958, 0.000000, 0.000000
-1191.972534, -449.849152, -1.122590, 2.244445, 0.101926, 704.000000, 72.012428, 2.131958, -3.028637, 3.028637, 0.000000, 0.000000
-1191.884277, -449.665375, -1.123230, 2.244445, 0.101926, 706.000000, 72.214996, 2.131639, -3.028317, 3.028317, 0.000000, 0.000000
-1191.796143, -449.481537, -1.123870, 2.244445, 0.101926, 708.000000, 72.417549, 2.131319, -3.027997, 3.027997, 0.000000, 0.000000
-1191.708130, -449.297638, -1.124510, 2.244445, 0.101926, 710.000000, 72.620102, 2.130999, -3.027677, 3.027677, 0.000000, 0.000000
-1191.620239, -449.113708, -1.125149, 2.244445, 0.101926, 712.000000, 72.822624, 2.130680, -3.027356, 3.027356, 0.000000, 0.000000
-1191.532471, -448.929718, -1.125789, 2.244445, 0.101926, 714.000000, 73.025139, 2.130360, -3.027036, 3.027036, 0.000000, 0.000000
